TS,Track V, Car V, Car I
1609459255315,9.792409,6.067620,5.565209
1609459255443,9.792409,6.269390,5.629663
1609459255571,9.774863,6.703633,6.048615
1609459255699,9.976633,2.241672,1.115862
1609459255827,9.805568,4.676889,5.500755
1609459255955,9.845044,5.580467,5.307393
1609459256083,9.761704,5.137451,6.145296
1609459256211,9.731001,5.699171,6.532021
1609459256403,9.950315,4.343256,4.533944
1609459256532,9.849430,3.922172,5.468528
1609459256661,9.818727,4.295007,5.404074
1609459256789,9.827499,4.128328,5.404074
1609459256917,9.731001,5.062884,6.499794
1609459257045,9.709069,5.826374,6.660929
1609459257173,9.643275,6.550113,7.273243
1609459257301,9.779250,6.901291,5.919707
1609459257429,9.972247,2.171491,1.180316
1609459257557,10.016109,2.377922,3.500664
1609459257685,9.941543,7.041652,4.598398
1609459257813,9.673979,4.957613,6.757610
1609459257941,9.704683,5.519058,6.757610
1609459258070,9.779250,6.019371,6.048615
1609459258200,9.919611,4.474845,4.598398
1609459258392,9.608185,5.255881,7.369924
1609459258520,9.643275,5.650922,6.918746
1609459258648,9.590639,7.401329,7.692194
1609459258776,9.595025,8.292021,7.466605
1609459258904,9.656433,9.573094,6.886518
1609459259032,9.963474,3.619518,0.890272
1609459259160,9.923998,4.830410,4.308354
1609459259288,9.783636,5.457650,5.823026
1609459259431,9.665206,6.479932,6.983200
1609459259559,9.603798,7.160082,7.369924
1609459259687,9.630116,8.116569,7.015427
1609459259815,9.494141,9.393255,8.207828
1609459259944,9.967861,9.902066,4.080750
1609459260072,9.709069,9.634502,6.274204
1609459260200,10.002951,7.502213,3.597345
1609459260392,9.902066,5.839532,4.695079
1609459260520,9.766091,6.655384,6.048615
1609459260650,9.761704,7.160082,6.048615
1609459260778,9.836272,7.116219,5.629663
1609459260906,9.950315,2.127628,1.276997
1609459261035,9.809954,4.755843,5.597436
1609459261164,9.761704,5.567308,6.145296
1609459261292,9.687138,6.076393,6.918746
1609459261420,9.687138,6.322025,6.950973
1609459261548,9.923998,4.755843,4.533944
1609459261676,9.862590,4.001126,5.146257
1609459261804,9.731001,5.212018,6.532021
1609459261868,9.766091,5.339220,6.403112
1609459261932,9.809954,4.997089,5.919707
1609459261996,9.726614,4.918136,6.467566
1609459262158,9.682751,6.221140,7.144335
1609459262222,9.665206,7.462737,7.176562
1609459262286,9.735387,7.668893,6.660929
1609459262350,9.630116,8.296408,7.595513
1609459262414,9.928384,6.444841,4.533944
1609459262478,9.945929,2.535828,0.761364
1609459262544,9.954701,2.000426,1.373678
1609459262606,9.893293,4.053761,4.630625
1609459262670,9.862590,4.861114,4.985122
1609459262798,10.016109,9.687138,3.532891
1609459262862,9.652047,4.913750,7.402151
1609459262927,9.616957,5.466423,7.402151
1609459262991,9.616957,6.054461,7.402151
1609459263056,9.608185,5.883395,7.402151
1609459263120,9.748546,5.734261,5.984161
1609459263288,9.779250,4.365188,5.726345
1609459263352,9.735387,5.273426,6.113069
1609459263416,9.827499,6.304480,5.114030
1609459263480,9.687138,5.093588,6.660929
1609459263546,9.634502,5.312902,7.305470
1609459263672,9.621343,6.572044,7.434378
1609459263800,9.516072,9.419574,8.304509
1609459263864,9.551163,9.450278,7.563286
1609459263929,9.590639,9.489754,7.434378
1609459264057,9.959088,2.974458,0.277958
1609459264185,9.897680,4.878659,4.856214
1609459264249,9.845044,5.185700,5.339620
1609459264379,9.779250,5.216404,5.597436
1609459264505,9.739774,5.699171,6.048615
1609459264633,9.691524,6.225527,6.564248
1609459264840,9.608185,7.515372,7.369924
1609459264968,9.652047,8.340270,7.112108
1609459265096,10.024882,9.976633,3.565118
1609459265224,9.691524,9.603798,6.499794
1609459265352,9.989792,7.769777,3.629572
1609459265480,9.959088,2.763916,0.471321
1609459265608,9.972247,5.141837,4.016296
1609459265672,10.016109,3.992353,3.565118
1609459265738,10.020496,3.242022,3.565118
