TS,Track V,Car V,Car I
1609459289800,12.122081,12.01681,7.829159
1609459289928,12.082604,11.96856,8.248112
1609459290056,12.363602,12.28876,6.540078
1609459290184,12.556599,12.473259,5.508812
1609459290312,12.76714,10.042427,4.316411
1609459290440,12.789072,0.548287,0.67274
1609459290568,12.411851,8.515722,6.18558
1609459290696,12.425009,9.581866,6.121126
1609459290825,12.025582,11.082254,8.248112
1609459290953,12.183489,12.082604,7.60357
1609459291081,12.341395,12.249284,6.701213
1609459291210,12.574143,12.49519,5.347677
1609459291338,12.49519,12.411851,5.702174
1609459291467,12.7803,0.614082,0.350469
1609459291596,12.819777,0.372835,1.76846
1609459291758,12.28876,7.686438,6.797894
1609459291822,12.148398,7.756619,7.506889
1609459291886,12.122081,8.081478,7.764705
1609459291950,12.126467,9.30553,7.829159
1609459292014,12.01681,10.117269,8.37702
1609459292078,12.372374,9.884521,6.636759
1609459292142,12.859253,4.42221,3.057542
1609459292208,12.811005,0.43863,1.349508
1609459292270,12.389918,6.260617,6.217807
1609459292334,12.161557,8.752582,7.474662
1609459292398,12.297533,8.923648,6.797894
1609459292462,12.275601,9.704683,6.862348
1609459292527,12.183489,10.020496,7.345754
1609459292591,12.328238,9.818727,6.668986
1609459292656,12.784686,5.896554,4.21973
1609459292719,12.811005,0.434243,1.413962
1609459292882,12.569757,5.545376,5.250996
1609459292946,12.552213,6.168505,5.347677
1609459293075,12.170331,8.234999,7.506889
1609459293203,11.806268,11.687838,9.891691
1609459293331,12.841707,3.06657,2.284092
1609459293459,12.819777,0.372835,1.736233
1609459293523,12.837321,0.293882,2.251865
1609459293587,12.284373,5.966735,6.959029
1609459293651,12.08699,8.476246,7.990295
1609459293715,11.959788,9.134464,8.731517
1609459293779,11.959788,10.37606,8.989333
1609459293845,12.082604,11.977334,8.280338
1609459293908,12.284373,12.205421,7.120164
1609459293972,12.86364,7.725914,3.73431
1609459294036,12.789072,0.565832,0.704967
1609459294100,12.876798,4.014285,3.637629
1609459294257,12.411851,9.204644,6.282261
1609459294321,12.179103,10.095063,7.410208
1609459294449,12.152785,12.060673,7.506889
1609459294577,12.047514,11.94663,8.280338
1609459294705,12.345782,12.25367,6.797894
1609459294769,12.429397,12.367988,5.959991
1609459294833,12.521508,12.438169,5.186542
1609459294961,12.446941,8.072706,3.702083
1609459295089,12.53028,4.720753,3.637629
1609459295153,12.433783,6.734337,4.76759
1609459295281,12.28876,9.073056,6.604532
1609459295409,12.372374,9.709069,5.702174
1609459295538,11.911539,11.801881,8.957107
1609459295666,12.157171,12.047514,7.732478
1609459295794,12.363602,12.284373,6.540078
1609459295858,12.429397,12.337009,6.056672
1609459296022,12.521508,12.446941,5.057633
1609459296150,12.381146,0.609695,0.44715
1609459296278,12.438169,4.251144,3.669856
1609459296406,12.499578,0.385994,1.704005
1609459296534,12.029969,7.22149,8.183658
1609459296662,11.999265,9.981019,8.441474
1609459296790,12.76714,6.164119,4.21973
1609459296918,12.727664,4.861114,4.348638
1609459297047,12.196648,8.243772,7.184618
1609459297174,12.271214,10.393605,6.73344
1609459297303,12.113308,10.498877,7.764705
1609459297431,12.811005,1.860064,1.671778
1609459297559,12.66187,4.619867,4.638681
1609459297687,12.394306,5.659694,5.379904
